name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Kevin Hill,31,0.244,0.281,0.8,0.153,0.14300000000000002,0.273,2013-14
Cory Dixon,21,0.17,0.188,0.765,0.034,0.026000000000000002,0.25,2013-14
Terrance Syon,12,0.204,0.29600000000000004,0.8,0.067,0.125,0.5,2013-14
Tevin Broyles,7,0.07,0.07400000000000001,0.5,0.071,0.067,0.5,2013-14
Christavious Gill,3,0.043,0.048,0.5,0.038,0,0,2013-14
Isaac Mack,3,0.019,0,0,0.012,0.036000000000000004,1,2013-14
Traddarius McPhearson,3,0.027000000000000003,0.025,0.5,0.026000000000000002,0.1,1,2013-14
Matt Derenbecker,3,0.077,0.125,1,0.042,0,0,2013-14
Teris Bourgeois,2,0.125,0,0,0.071,0,0,2013-14
Micah Walker,1,0.16699999999999998,0,0,0,0,NA,2013-14
Tommy Hobbs,1,0,0,NA,0.25,0.5,1,2013-14
Travis Avery,1,0.1,0.25,1,0,0,NA,2013-14
Nate Frye,1,0,0,NA,0.053,0,0,2013-14
Total,89,0.111,0.139,0.721,0.054000000000000006,0.055999999999999994,0.34600000000000003,2013-14
