shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.37799999999999995,0.6509999999999999,0.085,0.711,2014-15
2pt Jumpers,0.295,0.386,0.048,0.406,2014-15
3pt Shots,0.326,0.332,0.002,0.33299999999999996,2014-15
