start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.08199999999999999,0.544,0.392,0.612,0.136,0.47100000000000003,0.47200000000000003,0.33899999999999997,2016-17,JamesMadison
"Rebound, 11-30 s",0.282,0.484,0.297,0.583,0.34600000000000003,0.331,0.35700000000000004,0.366,2016-17,JamesMadison
"Opp score, 0-10 s",0.03,0.456,0.311,0.643,0.044000000000000004,0.5,0.644,0.24100000000000002,2016-17,JamesMadison
"Opp score, 11-30 s",0.39899999999999997,0.47,0.33899999999999997,0.5760000000000001,0.28300000000000003,0.33299999999999996,0.379,0.319,2016-17,JamesMadison
"Steal, 0-10 s",0.053,0.619,0.6,0.7290000000000001,0.125,0.4,0.275,0.318,2016-17,JamesMadison
"Steal, 11-30 s",0.040999999999999995,0.589,0.306,0.789,0.306,0.42100000000000004,0.387,0.375,2016-17,JamesMadison
Transition,0.165,0.552,0.444,0.667,0.11599999999999999,0.44799999999999995,0.44,0.309,2016-17,JamesMadison
