shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.29600000000000004,0.66,0.084,0.72,2016-17
2pt Jumpers,0.276,0.345,0.08199999999999999,0.376,2016-17
3pt Shots,0.428,0.34600000000000003,0.005,0.348,2016-17
