name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Josh Hawkinson,25,0.182,0.139,0.55,0.027999999999999997,0.027000000000000003,0.4,2014-15
Jordan Railey,14,0.10400000000000001,0.099,0.583,0.042,0.062,0.5,2014-15
Junior Longrus,14,0.46399999999999997,0.267,0.308,0.125,0.5,1,2014-15
Brett Boese,3,0.5,0.33299999999999996,0.5,0.05,0,0,2014-15
Davonte Lacy,3,0.028999999999999998,0.024,0.5,0,0,NA,2014-15
Aaron Cheatum,2,0.222,0,0,0,0,NA,2014-15
Dexter Kernich-Drew,2,0.05,0,0,0,0,NA,2014-15
Ike Iroegbu,1,0.012,0,0,0,0,NA,2014-15
Que Johnson,1,0.027000000000000003,0.05,1,0,0,NA,2014-15
Ny Redding,1,0.032,0.071,1,0,0,NA,2014-15
Total,66,0.10400000000000001,0.084,0.46399999999999997,0.018000000000000002,0.02,0.444,2014-15
