name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Alex Hicks,43,0.33299999999999996,0.316,0.6579999999999999,0.048,0.038,0.4,2017-18
Jordon Varnado,31,0.129,0.115,0.6,0.084,0.114,0.5,2017-18
Juan Davis,16,0.33299999999999996,0.33299999999999996,0.5379999999999999,0.16699999999999998,0.14300000000000002,0.33299999999999996,2017-18
Javan Johnson,15,0.239,0.182,0.364,0.158,0.2,0.667,2017-18
B.J. Miller,8,0.064,0.043,0.429,0.037000000000000005,0.125,1,2017-18
Wesley Person,5,0.045,0.061,0.75,0,0,NA,2017-18
Darian Adams,4,0.16,0.154,0.5,0,0,NA,2017-18
Shawn Hopkins,3,0.13,0.2,1,0,0,NA,2017-18
Kevin Baker,2,0,0,NA,0.04,0,0,2017-18
Whit Moreman,1,0.33299999999999996,0.5,1,NA,NA,NA,2017-18
Total,128,0.156,0.154,0.594,0.055,0.066,0.478,2017-18
