name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jeffery Solarin,52,0.22,0.221,0.63,0.065,0.111,0.667,2014-15
Ajak Magot,13,0.324,0.391,0.818,0.039,0,0,2014-15
Nnamdi Ezenwa,6,0.065,0.106,0.833,0,0,NA,2014-15
Marcus Bradley,5,0.067,0.08,0.667,0.026000000000000002,0.026000000000000002,0.5,2014-15
Ben Wilson,5,0.048,0.042,0.4,0,0,NA,2014-15
Chris Hansen,5,0.045,0.053,0.6,0,0,NA,2014-15
Andre Slavik,4,0.4,0.14300000000000002,0.25,0,0,NA,2014-15
Evann Hall,2,0.047,0,0,0,0,NA,2014-15
Ian Fox,1,0.5,NA,0,0,NA,NA,2014-15
Total,93,0.12,0.136,0.614,0.021,0.027999999999999997,0.5,2014-15
