shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.332,0.485,0.18,0.5920000000000001,2016-17
2pt Jumpers,0.299,0.336,0.073,0.36200000000000004,2016-17
3pt Shots,0.37,0.344,0.023,0.35200000000000004,2016-17
