name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Matt Rafferty,25,0.094,0.121,0.909,0.032,0.023,0.33299999999999996,2018-19
Clay Mounce,18,0.168,0.16899999999999998,0.706,0.032,0,0,2018-19
Noah Gurley,11,0.11599999999999999,0.086,0.5,0.032,0,0,2018-19
Tre Clark,8,0.085,0.14300000000000002,1,0.188,0.14300000000000002,0.33299999999999996,2018-19
Jalen Williams,6,0.4,0.429,0.75,0.667,1,0.5,2018-19
Jalen Slawson,3,0.5,0.667,0.667,0,0,NA,2018-19
Jordan Lyons,3,0.009000000000000001,0,0,0,0,NA,2018-19
Mike Bothwell,1,0.034,0.048,1,0,0,NA,2018-19
Andrew Brown,1,0.033,0.053,1,0,0,NA,2018-19
Total,76,0.08800000000000001,0.102,0.7659999999999999,0.033,0.027000000000000003,0.3,2018-19
