shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.28800000000000003,0.5920000000000001,0.115,0.6679999999999999,2019-20
2pt Jumpers,0.281,0.353,0.045,0.369,2019-20
3pt Shots,0.43,0.344,0.011000000000000001,0.348,2019-20
