name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Mark Gasperini,15,0.083,0.107,0.9,0.034,0.018000000000000002,0.2,2016-17
Delante Jones,8,0.07200000000000001,0.102,0.833,0.02,0,0,2016-17
Sa'Eed Nelson,5,0.013999999999999999,0.024,1,0.028999999999999998,0,0,2016-17
Matt Cimino,3,0.136,0.154,0.667,0,0,NA,2016-17
Charlie Jones,3,0.038,0.026000000000000002,0.5,0.033,0.062,1,2016-17
Lonne Rivera,3,0.065,0.105,1,0.05,0.14300000000000002,1,2016-17
Jalen Rhea,1,0.33299999999999996,0.33299999999999996,1,0,NA,NA,2016-17
Alex Paquin,1,0.043,0.071,1,0,0,NA,2016-17
Leon Tolksdorf,1,0,0,NA,0.25,0,0,2016-17
Andrija Matic,1,0.111,0.2,1,0,0,NA,2016-17
Total,41,0.048,0.066,0.862,0.028999999999999998,0.021,0.25,2016-17
