shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.353,0.5539999999999999,0.115,0.626,2015-16
2pt Jumpers,0.26899999999999996,0.37200000000000005,0.052000000000000005,0.392,2015-16
3pt Shots,0.37799999999999995,0.354,0.001,0.354,2015-16
