name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Kimani Jackson,31,0.226,0.264,0.857,0.091,0.16699999999999998,0.667,2017-18,NichollsSt.
Ryghe Lyons,16,0.24600000000000002,0.23399999999999999,0.733,0.022000000000000002,0,0,2017-18,NichollsSt.
Roddy Peters,12,0.024,0.025,0.667,0.037000000000000005,0.052000000000000005,0.5,2017-18,NichollsSt.
Tevon Saddler,12,0.075,0.095,0.727,0.008,0,0,2017-18,NichollsSt.
Legend Robertin,10,0.171,0.107,0.429,0.231,0,0,2017-18,NichollsSt.
Kevin Johnson,7,0.11800000000000001,0.156,0.833,0.016,0,0,2017-18,NichollsSt.
Daniel Regis,5,0.14300000000000002,0.267,1,0.2,0,0,2017-18,NichollsSt.
Jahvaughn Powell,4,0.051,0.086,1,0,0,NA,2017-18,NichollsSt.
Zaquavian Smith,2,0.25,0,0,0,0,NA,2017-18,NichollsSt.
Stevie Repichowski,1,0.33299999999999996,0.5,1,0,0,NA,2017-18,NichollsSt.
Total,100,0.107,0.126,0.759,0.033,0.027999999999999997,0.312,2017-18,NichollsSt.
