name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Airion Simmons,23,0.22399999999999998,0.18600000000000003,0.5329999999999999,0.16699999999999998,0.273,0.5,2019-20
Kolton Kohl,21,0.12300000000000001,0.09699999999999999,0.5,0.022000000000000002,0,0,2019-20
Joe Pleasant,16,0.10300000000000001,0.099,0.5329999999999999,0,0,NA,2019-20
Clay Gayman,13,0.109,0.134,0.818,0.026000000000000002,0.059000000000000004,1,2019-20
Coryon Mason,7,0.062,0.057,0.6,0.02,0,0,2019-20
Hayden Howell,7,0.11900000000000001,0.067,0.28600000000000003,0,0,NA,2019-20
Mahki Morris,5,0.125,0.111,0.5,0.14300000000000002,0,0,2019-20
Damien Daniels,3,0.035,0.062,1,0,0,NA,2019-20
Tobias Cameron,3,0.188,0.231,1,0,NA,NA,2019-20
Total,98,0.1,0.096,0.575,0.03,0.031,0.4,2019-20
