name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Dominique McKoy,19,0.18,0.134,0.5,0.011000000000000001,0,0,2014-15
Tysean Powell,16,0.18600000000000003,0.138,0.5,0,0,NA,2014-15
Darius Lewis,15,0.261,0.28,0.583,0.1,0.071,0.33299999999999996,2014-15
L.G. Gill,14,0.275,0.28600000000000003,0.5710000000000001,0,0,NA,2014-15
Jeremiah Jones,10,0.092,0.133,0.667,0.021,0.077,1,2014-15
Jordan Robinson,6,0.14300000000000002,0.185,1,0.077,0,0,2014-15
Eric James,6,0.121,0.045,0.25,0.182,0.5,0.5,2014-15
Derrick Colter,4,0.012,0.023,1,0.038,0.065,0.667,2014-15
Nick Foschia,1,0.5,1,1,NA,NA,NA,2014-15
Desmond Ridenour,1,0.077,0,0,0,0,NA,2014-15
Marshall Macheledt,1,NA,NA,NA,0.5,1,1,2014-15
Jordan Stevens,1,0,0,NA,0.012,0,0,2014-15
Christian Johnston,1,0.5,1,1,0,NA,NA,2014-15
Micah Mason,1,0.022000000000000002,0.034,1,0,0,NA,2014-15
Total,96,0.135,0.132,0.578,0.025,0.031,0.462,2014-15
