name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Tarius Johnson,27,0.23800000000000002,0.20600000000000002,0.542,0.077,0.111,0.33299999999999996,2012-13
Eric Stutz,23,0.168,0.198,0.9,0.086,0.1,0.33299999999999996,2012-13
Marcus Lewis,12,0.129,0.134,0.75,0,0,NA,2012-13
Deverin Muff,7,0.24100000000000002,0.16699999999999998,0.429,0,0,NA,2012-13
Corey Walden,7,0.05,0.071,1,0.019,0,0,2012-13
Jeff Johnson,5,0.098,0.10300000000000001,0.75,0.1,0.2,1,2012-13
Glenn Cosey,4,0.027999999999999997,0.023,0.5,0.016,0.059000000000000004,1,2012-13
Mike DiNunno,3,0.011000000000000001,0,0,0,0,NA,2012-13
Jaylen Babb-Harrison,1,0.2,0,0,0,0,NA,2012-13
Timmy Knipp,1,0.091,0.111,1,0,0,NA,2012-13
Total,90,0.11199999999999999,0.11599999999999999,0.6920000000000001,0.026000000000000002,0.034,0.444,2012-13
