name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Admussu Williams,33,0.152,0.19399999999999998,0.677,0.055999999999999994,0.111,0.5,2015-16,PrairieView
Zachary Hamilton,12,0.10800000000000001,0.154,0.667,0.021,0.037000000000000005,0.5,2015-16,PrairieView
Jayrn Johnson,11,0.08,0.049,0.33299999999999996,0.051,0,0,2015-16,PrairieView
Charleston Dobbs,11,0.55,0.455,0.455,0,NA,NA,2015-16,PrairieView
Tevin Bellinger,9,0.073,0.039,0.28600000000000003,0.011000000000000001,0.034,1,2015-16,PrairieView
Karim York,9,0.11699999999999999,0.125,0.556,0,0,NA,2015-16,PrairieView
Jordan Giddings,6,0.078,0.048,0.25,0.027000000000000003,0.071,1,2015-16,PrairieView
Nolan Wilson,3,0.3,0,0,NA,NA,NA,2015-16,PrairieView
Ja'Donta Blakely,2,0.059000000000000004,0.154,1,0,0,NA,2015-16,PrairieView
Lavonne Davis,2,0.25,0.5,1,1,1,1,2015-16,PrairieView
Avery Lomax,2,0,0,NA,0.028999999999999998,0,0,2015-16,PrairieView
Dominique Shaw,1,0.33299999999999996,0,0,0,0,NA,2015-16,PrairieView
Total,101,0.122,0.132,0.536,0.025,0.027000000000000003,0.35700000000000004,2015-16,PrairieView
