name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Montrezl Harrell,64,0.247,0.243,0.7170000000000001,0.034,0,0,2013-14,Louisville
Stephan Van Treese,24,0.387,0.375,0.625,0,0,NA,2013-14,Louisville
Mangok Mathiang,21,0.32299999999999995,0.34299999999999997,0.6,0.045,0,0,2013-14,Louisville
Chane Behanan,15,0.35100000000000003,0.37,0.769,0.16699999999999998,0.33299999999999996,0.5,2013-14,Louisville
Terry Rozier,9,0.127,0.083,0.33299999999999996,0,0,NA,2013-14,Louisville
Wayne Blackshear,9,0.14800000000000002,0.17600000000000002,0.667,0,0,NA,2013-14,Louisville
Russ Smith,6,0.034,0.027000000000000003,0.5,0,0,NA,2013-14,Louisville
Chris Jones,4,0.027999999999999997,0,0,0.018000000000000002,0.026000000000000002,0.5,2013-14,Louisville
Luke Hancock,2,0.016,0,0,0.023,0,0,2013-14,Louisville
Tim Henderson,1,0.25,0.25,1,0,0,NA,2013-14,Louisville
Akoy Agau,1,0.16699999999999998,0.2,1,0,0,NA,2013-14,Louisville
Total,156,0.168,0.16899999999999998,0.644,0.019,0.011000000000000001,0.2,2013-14,Louisville
