name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Michael Jacobson,34,0.28800000000000003,0.35100000000000003,0.765,0.14800000000000002,0.17800000000000002,0.47100000000000003,2019-20,IowaSt.
George Conditt,28,0.159,0.138,0.6920000000000001,0.19699999999999998,0.25,0.4,2019-20,IowaSt.
Solomon Young,18,0.136,0.091,0.455,0.051,0.062,0.5710000000000001,2019-20,IowaSt.
Tyrese Haliburton,13,0.1,0.044000000000000004,0.33299999999999996,0.083,0.115,0.6,2019-20,IowaSt.
Terrence Lewis,7,0.077,0.091,1,0.222,0,0,2019-20,IowaSt.
Zion Griffin,7,0.316,0.33299999999999996,0.833,0.055999999999999994,0.125,1,2019-20,IowaSt.
Rasir Bolton,5,0.018000000000000002,0,0,0.031,0.04,0.33299999999999996,2019-20,IowaSt.
Prentiss Nixon,2,0,0,NA,0.008,0,0,2019-20,IowaSt.
Tre Jackson,1,0,0,NA,0.042,0,0,2019-20,IowaSt.
Total,115,0.114,0.105,0.638,0.08,0.09,0.426,2019-20,IowaSt.
