shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.29,0.555,0.16399999999999998,0.664,2013-14,SMU
2pt Jumpers,0.319,0.311,0.105,0.34700000000000003,2013-14,SMU
3pt Shots,0.391,0.321,0.006,0.32299999999999995,2013-14,SMU
