shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.293,0.579,0.09300000000000001,0.638,2018-19,NewMexicoSt.
2pt Jumpers,0.306,0.37799999999999995,0.042,0.395,2018-19,NewMexicoSt.
3pt Shots,0.401,0.33299999999999996,0.019,0.34,2018-19,NewMexicoSt.
