shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.32899999999999996,0.591,0.08199999999999999,0.644,2011-12
2pt Jumpers,0.316,0.358,0.066,0.38299999999999995,2011-12
3pt Shots,0.354,0.302,0.01,0.305,2011-12
