name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Chris Otule,32,0.37,0.35600000000000004,0.593,0.135,0.05,0.2,2013-14,Marquette
Davante Gardner,32,0.213,0.22399999999999998,0.733,0.013999999999999999,0.034,1,2013-14,Marquette
Deonte Burton,19,0.215,0.245,0.765,0.021,0,0,2013-14,Marquette
Jamil Wilson,18,0.187,0.205,0.643,0.027999999999999997,0.033,0.5,2013-14,Marquette
Derrick Wilson,12,0.111,0.067,0.3,0.038,0.133,1,2013-14,Marquette
Juan Anderson,7,0.13699999999999998,0.207,0.857,0,0,NA,2013-14,Marquette
Steve Taylor,6,0.182,0.133,0.33299999999999996,0,0,NA,2013-14,Marquette
Todd Mayo,3,0.042,0.038,0.667,0,0,NA,2013-14,Marquette
Jake Thomas,1,0,0,NA,0,0,NA,2013-14,Marquette
Total,130,0.174,0.18,0.64,0.023,0.028999999999999998,0.467,2013-14,Marquette
