name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Cedric Blossom,27,0.183,0.17300000000000001,0.654,0.006999999999999999,0,0,2015-16
Phillip Carr,25,0.25,0.28600000000000003,0.609,0.02,0,0,2015-16
Rasean Simpson,21,0.128,0.16399999999999998,0.625,0.057,0.051,0.4,2015-16
Horne Andre,13,0.124,0.125,0.455,0.08,0,0,2015-16
Tyler Streeter,9,0.429,0.643,1,0,0,NA,2015-16
Kyle Thomas,6,0.068,0.061,0.4,0.018000000000000002,0.05,1,2015-16
Donte Pretlow,4,0.01,0.02,1,0.045,0,0,2015-16
Vaughan Clive,1,0.053,0,0,0,0,NA,2015-16
Martez Cameron,1,0.032,0,0,0,0,NA,2015-16
Total,107,0.131,0.156,0.624,0.023,0.015,0.214,2015-16
