name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season,team
Kellen Dunham,420,0.529,0.483,0.129,0.537,0.207,0.348,0.39,0.035,0.524,0.355,0.603,0.302,0.8029999999999999,2013-14,Butler
Khyle Marshall,368,0.525,0.534,0.508,0.684,0.539,0.465,0.392,0.40299999999999997,0.027000000000000003,0.1,1,0.41600000000000004,0.45799999999999996,2013-14,Butler
Elijah Brown,196,0.464,0.413,0.128,0.36,0.556,0.321,0.429,0.14800000000000002,0.551,0.278,0.733,0.245,0.8540000000000001,2013-14,Butler
Alexander Barlow,190,0.496,0.46799999999999997,0.205,0.436,0.059000000000000004,0.263,0.3,0,0.532,0.376,0.9209999999999999,0.184,0.7709999999999999,2013-14,Butler
Kameron Woods,172,0.504,0.44799999999999995,0.44799999999999995,0.5579999999999999,0.349,0.552,0.358,0.441,0,NA,NA,0.628,0.657,2013-14,Butler
Erik Fromm,156,0.4670000000000001,0.436,0.391,0.574,0.486,0.154,0.25,0.5,0.455,0.254,1,0.365,0.614,2013-14,Butler
Andrew Chrabascz,122,0.606,0.545,0.6890000000000001,0.619,0.5379999999999999,0.221,0.259,0.28600000000000003,0.09,0.455,0.8,0.6559999999999999,0.762,2013-14,Butler
Jackson Aldridge,44,0.402,0.409,0.25,0.455,0,0.295,0.308,0,0.455,0.3,0.833,0.273,0.33299999999999996,2013-14,Butler
Rene Castro,32,0.524,0.516,0.5,0.625,0,0.21899999999999997,0.28600000000000003,0.5,0.281,0.33299999999999996,1,0.406,0.5379999999999999,2013-14,Butler
Nolan Berry,26,0.58,0.519,0.423,0.909,0.7,0.192,0.4,0.5,0.385,0.1,1,0.26899999999999996,1,2013-14,Butler
Devontae Morgan,23,0.443,0.435,0.565,0.615,0.5,0.391,0.222,0,0.043,0,NA,0.478,0.455,2013-14,Butler
Michael Volovic,6,0.741,0.75,0.16699999999999998,1,0,0.33299999999999996,1,0,0.5,0.33299999999999996,0,0.5,0.667,2013-14,Butler
Steven Bennett,2,1.5,1.5,0,NA,NA,0,NA,NA,1,1,0.5,0,NA,2013-14,Butler
Elliot Kampen,1,0,0,0,NA,NA,0,NA,NA,1,0,NA,0,NA,2013-14,Butler
Total,1757.9999999999998,0.514,0.48200000000000004,0.32899999999999996,0.599,0.43799999999999994,0.348,0.368,0.244,0.32299999999999995,0.32299999999999995,0.7490000000000001,0.37200000000000005,0.6609999999999999,2013-14,Butler
