shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.32299999999999995,0.609,0.12300000000000001,0.6940000000000001,2017-18,Wisconsin
2pt Jumpers,0.373,0.419,0.068,0.45,2017-18,Wisconsin
3pt Shots,0.304,0.35,0.008,0.353,2017-18,Wisconsin
