name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jamal Olasewere,33,0.11199999999999999,0.127,0.72,0.078,0.079,0.375,2012-13
E.J. Reed,24,0.209,0.21100000000000002,0.625,0,0,NA,2012-13
Kenny Onyechi,14,0.175,0.146,0.5,0,NA,NA,2012-13
Troy Joseph,11,0.5,0.5,0.5,0,0,NA,2012-13
Booker Hucks,10,0.29,0.261,0.667,0.2,0,0,2012-13
Khalil Murphy,9,0.25,0.231,0.5,0.5,0,0,2012-13
Brandon Thompson,7,0.152,0.182,0.857,0,0,NA,2012-13
C.J. Garner,7,0.033,0.026000000000000002,0.5,0.009000000000000001,0,0,2012-13
Julian Boyd,6,0.08199999999999999,0.053,0.5,0.042,0,0,2012-13
Gerell Martin,4,0.091,0.133,1,0.1,0,0,2012-13
Jason Brickman,2,0.011000000000000001,0.025,1,0,0,NA,2012-13
D.J. Griggs,1,0.091,1,1,0,NA,NA,2012-13
Total,128,0.122,0.126,0.633,0.046,0.025,0.17600000000000002,2012-13
