name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Wajid Aminu,32,0.174,0.182,0.7140000000000001,0.046,0.031,0.25,2018-19
Noah Horchler,22,0.107,0.126,0.812,0.038,0.048,0.6,2018-19
Ezekiel Balogun,12,0.19,0.243,0.818,0.062,0,0,2018-19
Garrett Sams,6,0.052000000000000005,0.038,0.33299999999999996,0.027999999999999997,0,0,2018-19
Trip Day,5,0.091,0.09699999999999999,0.75,0.042,0,0,2018-19
Carter Hendricksen,5,0.16,0.2,0.75,0.091,0,0,2018-19
Ivan Gandia-Rosa,3,0.013999999999999999,0,0,0.017,0,0,2018-19
Brian Coffey II,1,0.071,0,0,0,0,NA,2018-19
Ryan Burkhardt,1,0.111,0,0,0,0,NA,2018-19
Total,87,0.106,0.122,0.71,0.034,0.022000000000000002,0.267,2018-19
