name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Marquise Pointer,329,0.4750000000000001,0.444,0.24,0.48100000000000004,0.263,0.21600000000000003,0.254,0.222,0.544,0.335,0.617,0.237,0.718,2015-16
Cameron Johnson,317,0.535,0.516,0.22699999999999998,0.597,0.37200000000000005,0.322,0.373,0.158,0.451,0.385,0.818,0.252,0.662,2015-16
Jarrell Brantley,290,0.527,0.484,0.445,0.597,0.40299999999999997,0.42100000000000004,0.361,0.25,0.134,0.33299999999999996,1,0.4,0.716,2015-16
Canyon Barry,209,0.527,0.469,0.316,0.5,0.33299999999999996,0.282,0.39,0.348,0.402,0.33299999999999996,0.7859999999999999,0.34,0.845,2015-16
Evan Bailey,178,0.508,0.483,0.129,0.522,0.583,0.157,0.28600000000000003,0.375,0.713,0.34600000000000003,0.977,0.213,0.711,2015-16
Payton Hulsey,155,0.477,0.465,0.523,0.5429999999999999,0.22699999999999998,0.406,0.397,0.08,0.071,0.182,0,0.342,0.528,2015-16
Nick Harris,99,0.542,0.535,0.677,0.627,0.762,0.313,0.355,0.182,0.01,0,NA,0.525,0.5379999999999999,2015-16
Terrance O'Donohue,57.99999999999999,0.504,0.483,0.397,0.609,0.7140000000000001,0.44799999999999995,0.308,0.75,0.155,0.444,1,0.345,0.6,2015-16
James Bourne,42,0.5770000000000001,0.595,0.7140000000000001,0.733,0.773,0.262,0.273,0.667,0.024,0,NA,0.976,0.512,2015-16
Donovan Gilmore,37,0.397,0.35100000000000003,0.541,0.5,0.6,0.45899999999999996,0.17600000000000002,1,0,NA,NA,0.405,0.6,2015-16
Harrison Bowne,2,0.14600000000000002,0,0,NA,NA,0,NA,NA,1,0,NA,1.5,0.33299999999999996,2015-16
John Eck,2,0,0,0.5,0,NA,0.5,0,NA,0,NA,NA,0,NA,2015-16
Tim Branin II,1,0,0,1,0,NA,0,NA,NA,0,NA,NA,0,NA,2015-16
"GRAYS_III,WINSTON",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-16
Total,1719.0000000000002,0.51,0.48,0.344,0.5660000000000001,0.44799999999999995,0.309,0.341,0.26,0.34700000000000003,0.34600000000000003,0.7959999999999999,0.33,0.667,2015-16
