name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Arnaldo Toro,30,0.26899999999999996,0.306,0.6,0.161,0.1,0.2,2019-20
Chase Paar,8,0.095,0.071,0.5,0.111,0.111,0.5,2019-20
Nelson Jameer,7,0.045,0.052000000000000005,0.667,0,0,NA,2019-20
Javier Langarica,5,0.4,0.2,0.25,0.091,0.33299999999999996,1,2019-20
Maceo Jack,4,0.048,0.026000000000000002,0.33299999999999996,0.077,0.5,1,2019-20
Armel Potter,3,0.017,0.01,0.33299999999999996,0,0,NA,2019-20
Ace Stallings,3,0.115,0.125,0.667,0,0,NA,2019-20
Mezie Offurum,2,0.055999999999999994,0,0,0.042,0,0,2019-20
Amir Harris,2,0.048,0.087,1,0,0,NA,2019-20
Jamison  Battle,2,0.037000000000000005,0,0,0,0,NA,2019-20
Total,66,0.08,0.07400000000000001,0.537,0.032,0.04,0.4,2019-20
