name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
T.J. Hallice,33,0.17,0.198,0.71,0.034,0,0,2014-15
Stephon Jelks,17,0.294,0.306,0.733,0.053,0,0,2014-15
Phillip Leonard,10,0.071,0.08199999999999999,0.6,0,0,NA,2014-15
Darious Moten,10,0.049,0.062,0.667,0.039,0.045,0.5,2014-15
Jibri Bryan,7,0.129,0.15,0.75,0.051,0.04,0.33299999999999996,2014-15
Ike Nwamu,7,0.069,0.113,1,0,0,NA,2014-15
Lawrence Brown,4,0.25,0.222,0.5,0,0,NA,2014-15
Jestin Lewis,2,0.055999999999999994,0,0,0.062,0,0,2014-15
Niklas Ney,2,0.125,0.28600000000000003,1,0,0,NA,2014-15
Matt Panaggio,2,0.222,0,0,0,0,NA,2014-15
Jordan Strawberry,1,0.023,0,0,0,0,NA,2014-15
Tyler Moore,1,1,NA,0,NA,NA,NA,2014-15
Total,96,0.114,0.13699999999999998,0.675,0.024,0.016,0.25,2014-15
