shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.33799999999999997,0.5479999999999999,0.09300000000000001,0.604,2011-12
2pt Jumpers,0.3,0.289,0.08900000000000001,0.317,2011-12
3pt Shots,0.36200000000000004,0.309,0.009000000000000001,0.312,2011-12
