name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Kyle Richardson,37,0.239,0.21100000000000002,0.615,0.094,0.138,0.727,2013-14,PortlandSt.
Brandon Cataldo,24,0.312,0.304,0.7,0.292,0.45799999999999996,0.7859999999999999,2013-14,PortlandSt.
Aaron Moore,7,0.105,0.154,1,0.071,0.1,0.6,2013-14,PortlandSt.
Dashaun Wiggins,3,0.016,0,0,0.018000000000000002,0,0,2013-14,PortlandSt.
Andre Winston,3,0.034,0.03,0.667,0,0,NA,2013-14,PortlandSt.
Marcus Hall,2,0.037000000000000005,0,0,0.032,0.083,1,2013-14,PortlandSt.
Tim Douglas,2,0.03,0.051,1,0,0,NA,2013-14,PortlandSt.
Zach Gengler,2,0.125,0.16699999999999998,1,0.026000000000000002,0.062,1,2013-14,PortlandSt.
Lamont Prosser,1,NA,NA,NA,1,1,1,2013-14,PortlandSt.
Alyx Foster,1,0,0,NA,0.14300000000000002,0,0,2013-14,PortlandSt.
Kyle Benton,1,1,1,1,0,0,NA,2013-14,PortlandSt.
Total,83,0.1,0.096,0.66,0.05,0.08800000000000001,0.6940000000000001,2013-14,PortlandSt.
