name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Emmitt  Williams,29,0.16399999999999998,0.158,0.696,0.06,0.139,0.833,2019-20,LSU
Darius Days,25,0.271,0.297,0.826,0.05,0.045,0.5,2019-20,LSU
Trendon Watford,24,0.126,0.11599999999999999,0.625,0.055,0.019,0.14300000000000002,2019-20,LSU
Marlon Taylor,12,0.243,0.222,0.444,0.136,0.16699999999999998,0.33299999999999996,2019-20,LSU
Aundre Hyatt,7,0.364,0.375,0.75,0.14300000000000002,NA,0,2019-20,LSU
Javonte  Smart,6,0.043,0.048,0.667,0.015,0,0,2019-20,LSU
Skylar Mays,5,0.03,0.042,0.8,0,0,NA,2019-20,LSU
Courtese Cooper,3,0.2,0.2,1,1,1,0.5,2019-20,LSU
Charles Manning,2,0.028999999999999998,0.045,1,0.019,0,0,2019-20,LSU
Total,113,0.124,0.134,0.706,0.044000000000000004,0.039,0.375,2019-20,LSU
