shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.358,0.601,0.133,0.693,2018-19
2pt Jumpers,0.282,0.37,0.08199999999999999,0.40299999999999997,2018-19
3pt Shots,0.36,0.304,0.008,0.307,2018-19
