name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Kevin Samuel,40,0.23800000000000002,0.22899999999999998,0.667,0.133,0.188,0.75,2018-19
Kouat Noi,22,0.17300000000000001,0.24100000000000002,0.778,0.091,0.14300000000000002,0.75,2018-19
Desmond Bane,21,0.127,0.146,0.789,0.017,0.045,1,2018-19
JD Miller,17,0.11,0.102,0.6,0.033,0,0,2018-19
Alex Robinson,6,0.019,0.02,0.667,0.018000000000000002,0.031,0.5,2018-19
Kendric Davis,3,0,0,NA,0.062,0.111,0.667,2018-19
Russell Barlow,2,0.5,0,0,0,NA,NA,2018-19
RJ Nembhard,2,0.024,0.042,1,0.034,0,0,2018-19
Angus McWilliam,1,1,NA,0,NA,NA,NA,2018-19
Lat Mayen,1,0,0,NA,0.33299999999999996,0,0,2018-19
Kaden Archie,1,0.077,0,0,0,0,NA,2018-19
Yuat Alok,1,0,0,NA,0.067,0,0,2018-19
Total,117,0.109,0.12,0.677,0.042,0.066,0.55,2018-19
