shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.33899999999999997,0.636,0.10099999999999999,0.708,2014-15,Fordham
2pt Jumpers,0.292,0.335,0.10300000000000001,0.374,2014-15,Fordham
3pt Shots,0.369,0.34700000000000003,0.02,0.354,2014-15,Fordham
