name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Tre Johnson,27,0.27,0.38299999999999995,0.75,0.024,0.02,0.33299999999999996,2011-12
Mohammed Fall,19,0.215,0.231,0.706,0.027999999999999997,0.077,1,2011-12
Jourdain Allou,16,0.17600000000000002,0.2,0.75,0.121,0.214,0.75,2011-12
Jeff Budinich,8,0.7140000000000001,0.667,0.4,0.073,0.111,0.667,2011-12
Christian Moon,6,0.096,0.11800000000000001,0.8,0.028999999999999998,0.091,1,2011-12
Shawn Reid,6,0.095,0.115,0.75,0.011000000000000001,0.031,1,2011-12
Xavier Blount,4,0.042,0.049,0.667,0.013999999999999999,0,0,2011-12
Jamie Stewart,2,0.055999999999999994,0.045,0.5,0,0,NA,2011-12
Rod Singleton,2,0.019,0,0,0.019,0,0,2011-12
Steven Davis,1,0.2,0.25,1,0,NA,NA,2011-12
Blake Brumwell,1,0.25,1,1,0,0,NA,2011-12
Total,92,0.142,0.17,0.7070000000000001,0.027999999999999997,0.05,0.625,2011-12
