start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.15,0.5479999999999999,0.45,0.67,0.14800000000000002,0.452,0.402,0.298,2011-12,UMES
"Rebound, 11-30 s",0.222,0.387,0.32,0.384,0.34299999999999997,0.387,0.337,0.26,2011-12,UMES
"Score, 0-10 s",0.052000000000000005,0.507,0.431,0.71,0.278,0.35,0.292,0.23800000000000002,2011-12,UMES
"Score, 11-30 s",0.304,0.423,0.281,0.48700000000000004,0.267,0.301,0.452,0.304,2011-12,UMES
"Steal, 0-10 s",0.08800000000000001,0.626,0.65,0.8,0.163,0.35,0.187,0.174,2011-12,UMES
"Steal, 11-30 s",0.032,0.6890000000000001,0.244,0.636,0.311,0.214,0.444,0.7,2011-12,UMES
Transition,0.29,0.564,0.507,0.727,0.17600000000000002,0.39399999999999996,0.317,0.266,2011-12,UMES
