shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.36,0.619,0.10400000000000001,0.691,2017-18,CentralArk.
2pt Jumpers,0.319,0.34,0.129,0.39,2017-18,CentralArk.
3pt Shots,0.321,0.36,0.01,0.364,2017-18,CentralArk.
