shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.446,0.526,0.128,0.604,2013-14
2pt Jumpers,0.239,0.319,0.063,0.341,2013-14
3pt Shots,0.315,0.317,0.012,0.321,2013-14
