name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Dominic Robb,28,0.158,0.145,0.5,0.059000000000000004,0.028999999999999998,0.16699999999999998,2016-17
Matt Scott,20,0.094,0.11599999999999999,0.667,0.040999999999999995,0.027999999999999997,0.25,2016-17
Marvin Prochet,19,0.17600000000000002,0.146,0.375,0.019,0.022000000000000002,0.5,2016-17
Taylor Maurice,16,0.263,0.242,0.5329999999999999,0.16699999999999998,0,0,2016-17
Kevin Larkin,10,0.25,0.17600000000000002,0.375,0.053,0.091,0.5,2016-17
Alioune Tew,10,0.28600000000000003,0.5,0.6,0,NA,NA,2016-17
Chris Barton,3,0.043,0.077,1,0,0,NA,2016-17
Kahlil Dukes,3,0.017,0.040999999999999995,1,0,0,NA,2016-17
James Towns,2,0.024,0.048,1,0.04,0,0,2016-17
Total,111,0.11900000000000001,0.129,0.5379999999999999,0.026000000000000002,0.018000000000000002,0.25,2016-17
