shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.405,0.57,0.08199999999999999,0.622,2015-16,Troy
2pt Jumpers,0.23800000000000002,0.353,0.059000000000000004,0.375,2015-16,Troy
3pt Shots,0.358,0.355,0,0.355,2015-16,Troy
