name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Ryan Taylor,30,0.142,0.195,0.893,0.04,0.154,1,2016-17,Marshall
Terrence Thompson,19,0.198,0.254,0.833,0.048,0,0,2016-17,Marshall
Ajdin Penava,11,0.11199999999999999,0.106,0.636,0,0,NA,2016-17,Marshall
Stevie Browning,10,0.045,0.042,0.5,0.028999999999999998,0.016,0.25,2016-17,Marshall
Aleksa Nikolic,3,0.083,0.136,1,0,0,NA,2016-17,Marshall
Jon Elmore,3,0.01,0,0,0,0,NA,2016-17,Marshall
Christian Thieneman,2,0.33299999999999996,0.25,0.5,0,0,NA,2016-17,Marshall
Phil Bledsoe,2,0.14300000000000002,0,0,0,0,NA,2016-17,Marshall
Milan Mijovic,1,0,0,NA,0.2,0,0,2016-17,Marshall
C.J. Burks,1,0,0,NA,0.025,0,0,2016-17,Marshall
Total,82,0.081,0.102,0.75,0.023,0.022000000000000002,0.33299999999999996,2016-17,Marshall
