name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Pascal Siakam,65,0.273,0.263,0.706,0.045,0.044000000000000004,0.429,2015-16
Tanveer Bhullar,25,0.22699999999999998,0.231,0.682,0.125,0,0,2015-16
Johnathon Wilkins,16,0.3,0.21899999999999997,0.467,0.011000000000000001,0,0,2015-16
Jalyn Pennie,10,0.11900000000000001,0.111,0.6,0.091,0.05,0.2,2015-16
Matt Taylor,10,0.075,0.05,0.33299999999999996,0.052000000000000005,0.055999999999999994,0.33299999999999996,2015-16
Eli Chuha,9,0.4,0.41200000000000003,0.875,0.053,0.14300000000000002,1,2015-16
Ian Baker,6,0.048,0.055,0.6,0.012,0,0,2015-16
Sidy Ndir,4,0.133,0,0,0,0,NA,2015-16
Harold Givens,1,0.5,1,1,0,0,NA,2015-16
Rene Esparza,1,0,0,NA,0,0,NA,2015-16
Braxton Huggins,1,0.036000000000000004,0.062,1,0,0,NA,2015-16
Jose Campo,1,0.25,0.25,1,0,0,NA,2015-16
Total,149,0.18100000000000002,0.182,0.639,0.039,0.031,0.321,2015-16
