start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.131,0.526,0.45,0.635,0.203,0.319,0.34600000000000003,0.33799999999999997,2012-13,Oregon
"Rebound, 11-30 s",0.237,0.43799999999999994,0.27,0.522,0.41600000000000004,0.35100000000000003,0.313,0.321,2012-13,Oregon
"Opp score, 0-10 s",0.067,0.521,0.387,0.5870000000000001,0.26899999999999996,0.344,0.345,0.39,2012-13,Oregon
"Opp score, 11-30 s",0.331,0.461,0.267,0.583,0.44299999999999995,0.359,0.289,0.337,2012-13,Oregon
"Steal, 0-10 s",0.08,0.648,0.711,0.713,0.106,0.33299999999999996,0.183,0.385,2012-13,Oregon
"Steal, 11-30 s",0.038,0.434,0.294,0.4,0.5,0.41200000000000003,0.20600000000000002,0.35700000000000004,2012-13,Oregon
Transition,0.278,0.56,0.51,0.657,0.191,0.33,0.299,0.361,2012-13,Oregon
