name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Ethan O'Day,20,0.102,0.092,0.667,0.016,0,0,2014-15
Dre Wills,16,0.102,0.11,0.688,0,0,NA,2014-15
Zach McRoberts,9,0.21600000000000003,0.192,0.625,0.031,0,0,2014-15
Hector Harold,7,0.076,0.098,0.7140000000000001,0,0,NA,2014-15
Drew Urquhart,7,0.16699999999999998,0.19,0.667,0.027000000000000003,0.083,1,2014-15
Ryan Pierson,5,0.114,0.083,0.4,0,0,NA,2014-15
Kurt Steidl,5,0.129,0.14300000000000002,0.75,0,0,NA,2014-15
Trae Bell-Haynes,4,0.025,0.048,1,0.048,0,0,2014-15
Brendan Kilpatrick,3,0.09699999999999999,0.188,1,0,0,NA,2014-15
Cam Ward,2,0.027999999999999997,0,0,0,0,NA,2014-15
Brandon Hatton,1,0.077,0,0,0,0,NA,2014-15
Total,79,0.09300000000000001,0.099,0.667,0.012,0.006999999999999999,0.2,2014-15
