name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Desmar Jackson,15,0.057,0.076,0.857,0.051,0.109,0.857,2013-14,SouthernIll.
Bola Olaniyan,11,0.261,0.14300000000000002,0.33299999999999996,0.312,0.2,0.2,2013-14,SouthernIll.
Bronson Verhines,9,0.261,0.231,0.5,0.158,0.111,0.33299999999999996,2013-14,SouthernIll.
Jalen Pendleton,9,0.081,0.107,0.75,0.026000000000000002,0,0,2013-14,SouthernIll.
Sean O'Brien,6,0.081,0.114,0.667,0,0,NA,2013-14,SouthernIll.
Anthony Beane,5,0.075,0.047,0.4,0,0,NA,2013-14,SouthernIll.
Davante Drinkard,5,0.16699999999999998,0,0,0,0,NA,2013-14,SouthernIll.
Dawson Verhines,2,0.222,0.5,1,0,NA,NA,2013-14,SouthernIll.
Tyler Smithpeters,1,0.16699999999999998,0,0,0,0,NA,2013-14,SouthernIll.
Total,63,0.09699999999999999,0.092,0.5429999999999999,0.042,0.054000000000000006,0.5,2013-14,SouthernIll.
