name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jordan Barham,30,0.156,0.161,0.7040000000000001,0.049,0.136,1,2014-15
Peyton Aldridge,15,0.2,0.244,0.833,0.043,0.07400000000000001,0.667,2014-15
Andrew McAuliffe,11,0.268,0.33299999999999996,0.818,0,0,NA,2014-15
Tyler Kalinoski,8,0.027000000000000003,0.016,0.33299999999999996,0.059000000000000004,0.027999999999999997,0.2,2014-15
Nathan Ekwu,7,0.14300000000000002,0.222,0.857,0,0,NA,2014-15
Oskar Michelsen,2,0.077,0,0,0,0,NA,2014-15
Jack Gibbs,2,0.012,0.02,1,0.019,0,0,2014-15
Jordan Watkins,1,0.091,0.16699999999999998,1,0,0,NA,2014-15
Matt Williams,1,0.5,1,1,NA,NA,NA,2014-15
Total,77,0.106,0.125,0.738,0.027999999999999997,0.035,0.5,2014-15
