shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.369,0.605,0.10300000000000001,0.674,2014-15
2pt Jumpers,0.306,0.397,0.039,0.413,2014-15
3pt Shots,0.325,0.303,0.002,0.303,2014-15
