shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.267,0.63,0.085,0.688,2016-17,Tulsa
2pt Jumpers,0.342,0.366,0.053,0.387,2016-17,Tulsa
3pt Shots,0.39,0.359,0.008,0.36200000000000004,2016-17,Tulsa
