shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.267,0.64,0.07200000000000001,0.69,2016-17
2pt Jumpers,0.281,0.348,0.057,0.369,2016-17
3pt Shots,0.452,0.315,0.006999999999999999,0.317,2016-17
