name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Rico Gathers,67,0.32,0.276,0.5,0.19,0.21100000000000002,0.42100000000000004,2015-16,Baylor
Johnathan Motley,33,0.18,0.159,0.65,0.105,0.145,0.6920000000000001,2015-16,Baylor
Taurean Prince,28,0.191,0.155,0.524,0.040999999999999995,0.032,0.28600000000000003,2015-16,Baylor
Ishmail Wainright,23,0.35600000000000004,0.435,0.625,0.14,0.11800000000000001,0.28600000000000003,2015-16,Baylor
T.J. Maston,10,0.17800000000000002,0.161,0.625,0.022000000000000002,0.022000000000000002,0.5,2015-16,Baylor
Al Freeman,4,0.027000000000000003,0.022000000000000002,0.5,0.024,0.037000000000000005,0.5,2015-16,Baylor
King McClure,3,0.048,0,0,0.133,0.111,0.5,2015-16,Baylor
Lester Medford,2,0,0,NA,0,0,NA,2015-16,Baylor
Jake Lindsey,2,0,0,NA,0.071,0,0,2015-16,Baylor
Total,172,0.177,0.158,0.552,0.07400000000000001,0.08199999999999999,0.444,2015-16,Baylor
