shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.396,0.574,0.08800000000000001,0.63,2019-20,SaintFrancis(PA)
2pt Jumpers,0.209,0.392,0.025,0.402,2019-20,SaintFrancis(PA)
3pt Shots,0.395,0.336,0.009000000000000001,0.33899999999999997,2019-20,SaintFrancis(PA)
