name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Sidney Umude,20,0.124,0.11900000000000001,0.5710000000000001,0.031,0.062,0.833,2018-19,SouthernU.
Bryan Assie,14,0.22699999999999998,0.308,0.8,0.095,0.158,0.75,2018-19,SouthernU.
"ENNIS,ALEX",8,0.127,0.159,1,0.036000000000000004,0.083,1,2018-19,SouthernU.
Osa Wilson,5,0.121,0.174,1,0.043,0,0,2018-19,SouthernU.
Jayden Saddler,4,0.026000000000000002,0.040999999999999995,1,0.026000000000000002,0.033,0.5,2018-19,SouthernU.
Hassan Hussein,3,0.125,0.111,0.5,0.023,0.055999999999999994,1,2018-19,SouthernU.
Destin Dunton,3,0.077,0.14300000000000002,1,0.091,0.33299999999999996,1,2018-19,SouthernU.
Marcel Burton,2,0,0,NA,0.28600000000000003,0.5,0.5,2018-19,SouthernU.
Richard Lee,2,0,0,NA,0.034,0,0,2018-19,SouthernU.
Aaron Ray,2,0.028999999999999998,0.062,1,0.027999999999999997,0.083,1,2018-19,SouthernU.
Eddie Reese,2,0.034,0.055999999999999994,1,0,0,NA,2018-19,SouthernU.
Isaiah  Rollins,2,0.048,0.111,1,0.077,0,0,2018-19,SouthernU.
Brendon Brook,1,0,0,NA,0.043,0,0,2018-19,SouthernU.
Total,68,0.085,0.111,0.8,0.038,0.06,0.609,2018-19,SouthernU.
