name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Mike Adewunmi,17,0.14800000000000002,0.18,0.75,0.10400000000000001,0.105,0.4,2019-20
Shamar Wright,14,0.18,0.171,0.545,0.068,0.111,0.667,2019-20
Brandon Jackson,13,0.099,0.125,0.818,0.023,0,0,2019-20
Zeke Moore,8,0.09300000000000001,0.07400000000000001,0.5,0,0,NA,2019-20
Cam Williams,8,0.08199999999999999,0.073,0.5710000000000001,0,0,NA,2019-20
Lamar Wright,7,0.43799999999999994,0.4,0.5710000000000001,0,NA,NA,2019-20
Anselm Uzuegbunem,5,0.077,0.1,0.667,0.039,0,0,2019-20
Kenyon Duling,3,0.12,0.14300000000000002,0.667,0,0,NA,2019-20
Tyresse Williford,2,0.017,0.015,0.5,0,0,NA,2019-20
Treavon Martin,1,0.2,0.25,1,0,0,NA,2019-20
Iziah James,1,0.111,0.33299999999999996,1,0,0,NA,2019-20
Total,79,0.10400000000000001,0.11199999999999999,0.652,0.02,0.019,0.33299999999999996,2019-20
