name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Matt Smith,25,0.122,0.14,0.7140000000000001,0.051,0.087,0.5,2016-17,CSUBakersfield
James Suber,12,0.42100000000000004,0.444,0.5,0.5,0,0,2016-17,CSUBakersfield
Moataz Aly,11,0.256,0.214,0.6,0.125,0.33299999999999996,1,2016-17,CSUBakersfield
Jaylin Airington,10,0.063,0.071,0.625,0.013999999999999999,0,0,2016-17,CSUBakersfield
Shon Briggs,8,0.08,0.083,0.7140000000000001,0.01,0,0,2016-17,CSUBakersfield
Damiyne Durham,6,0.076,0.09300000000000001,0.8,0,0,NA,2016-17,CSUBakersfield
Justin Pride,5,0.078,0.174,1,0.04,0.14300000000000002,1,2016-17,CSUBakersfield
Dedrick Basile,5,0.036000000000000004,0.043,0.75,0.01,0,0,2016-17,CSUBakersfield
Fallou Ndoye,5,0.129,0.235,1,0.025,0,0,2016-17,CSUBakersfield
Brent Wrapp,3,0.048,0,0,0.028999999999999998,0,0,2016-17,CSUBakersfield
Taze Moore,3,0.1,0.154,1,0.091,0.2,1,2016-17,CSUBakersfield
Total,93,0.09699999999999999,0.11199999999999999,0.693,0.027999999999999997,0.025,0.294,2016-17,CSUBakersfield
