name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Damiyne Durham,423.00000000000006,0.506,0.5,0.156,0.652,0.442,0.168,0.324,0.565,0.6759999999999999,0.33899999999999997,0.804,0.078,0.636,2016-17
Jaylin Airington,388,0.534,0.47200000000000003,0.325,0.556,0.5,0.366,0.331,0.511,0.309,0.36700000000000005,0.8859999999999999,0.433,0.7979999999999999,2016-17
Dedrick Basile,376,0.54,0.525,0.298,0.625,0.371,0.255,0.312,0.233,0.447,0.387,0.815,0.18100000000000002,0.6759999999999999,2016-17
Matt Smith,250.99999999999997,0.544,0.518,0.685,0.622,0.664,0.315,0.29100000000000004,0.435,0,NA,NA,0.5379999999999999,0.615,2016-17
Shon Briggs,194,0.52,0.49700000000000005,0.45399999999999996,0.682,0.45,0.515,0.35,0.371,0.031,0.16699999999999998,1,0.608,0.568,2016-17
Brent Wrapp,119,0.521,0.462,0.353,0.5479999999999999,0.522,0.28600000000000003,0.324,0.091,0.361,0.326,0.929,0.63,0.68,2016-17
Justin Pride,80,0.465,0.39399999999999996,0.638,0.451,0.13,0.312,0.28,0.14300000000000002,0.05,0.25,1,0.838,0.612,2016-17
Fallou Ndoye,72,0.441,0.444,0.431,0.5479999999999999,0.765,0.556,0.375,0.733,0.013999999999999999,0,NA,0.41700000000000004,0.4,2016-17
Taze Moore,48,0.545,0.531,0.41700000000000004,0.65,0.308,0.22899999999999998,0.455,0.2,0.354,0.294,0.8,0.22899999999999998,0.636,2016-17
Moataz Aly,47,0.606,0.66,0.83,0.718,0.643,0.17,0.375,0.667,0,NA,NA,0.7020000000000001,0.424,2016-17
James Suber,27,0.386,0.40700000000000003,0.7040000000000001,0.474,0.444,0.29600000000000004,0.25,0.5,0,NA,NA,0.519,0.28600000000000003,2016-17
Bray Barnes,12,0.502,0.5,0.25,1,0.33299999999999996,0.083,0,NA,0.667,0.25,1,0.16699999999999998,0.5,2016-17
"MOATAZ,ALY",1,0,0,1,0,NA,0,NA,NA,0,NA,NA,0,NA,2016-17
"CHUHA,ELI",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-17
Total,2038,0.522,0.496,0.37799999999999995,0.605,0.5,0.302,0.327,0.418,0.32,0.35100000000000003,0.8340000000000001,0.37,0.638,2016-17
