name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Damani Applewhite,23,0.16,0.16699999999999998,0.75,0.021,0.018000000000000002,0.33299999999999996,2017-18
Ozante Fields,19,0.258,0.31,0.765,0.053,0.071,0.5,2017-18
Ian Kinard,10,0.16399999999999998,0.172,0.556,0.023,0.125,1,2017-18
Armani Taylor,6,0.14300000000000002,0.095,0.4,0.111,0,0,2017-18
Patrell Rogers,5,0.052000000000000005,0.096,1,0,0,NA,2017-18
David Bottenberg,5,0.16699999999999998,0.14300000000000002,0.5,0.025,0,0,2017-18
Rayshawn Neal,5,0.059000000000000004,0.086,0.75,0.034,0,0,2017-18
Justin Jones,4,0.054000000000000006,0.062,0.5,0.054000000000000006,0,0,2017-18
Donte Wright,4,0.071,0.071,0.5,0.016,0.045,1,2017-18
Jj Jam Richardson,3,0.044000000000000004,0.024,0.33299999999999996,0,0,NA,2017-18
Raynor Janai Powell,3,0.026000000000000002,0.053,1,0.013999999999999999,0.03,1,2017-18
Dwayne Banks,2,0.14300000000000002,0,0,0.16699999999999998,NA,0,2017-18
Total,89,0.106,0.124,0.6759999999999999,0.022000000000000002,0.023,0.35700000000000004,2017-18
