name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Art Steward,23,0.13699999999999998,0.138,0.632,0.08,0.067,0.25,2011-12
Mathias Ward,18,0.14300000000000002,0.106,0.43799999999999994,0.019,0.038,1,2011-12
Billy Reader,12,0.41200000000000003,0.4,0.5710000000000001,0.156,0.11800000000000001,0.4,2011-12
Derek Selvig,11,0.147,0.111,0.4,0.064,0,0,2011-12
Kareem Jamar,10,0.063,0.055999999999999994,0.5710000000000001,0.035,0.038,0.33299999999999996,2011-12
Will Cherry,6,0.037000000000000005,0.040999999999999995,0.6,0.011000000000000001,0.027000000000000003,1,2011-12
Eric Hutchison,5,0.33299999999999996,0.25,0.6,0,0,NA,2011-12
Kevin Henderson,2,0.1,0,0,0.16699999999999998,0.25,1,2011-12
Mike Weisner,1,0.1,0.14300000000000002,1,0,NA,NA,2011-12
Shawn Stockton,1,0,0,NA,0.038,0,0,2011-12
Total,89,0.102,0.094,0.545,0.044000000000000004,0.039,0.348,2011-12
