shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.47,0.64,0.075,0.6920000000000001,2015-16,Maine
2pt Jumpers,0.214,0.37,0.042,0.386,2015-16,Maine
3pt Shots,0.315,0.368,0.012,0.373,2015-16,Maine
