shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.34600000000000003,0.604,0.075,0.653,2019-20,KansasSt.
2pt Jumpers,0.253,0.349,0.055,0.369,2019-20,KansasSt.
3pt Shots,0.401,0.33,0.015,0.335,2019-20,KansasSt.
