name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Solomon Hunt,19,0.16,0.161,0.588,0.08,0,0,2019-20
Jace Colley,14,0.182,0.245,0.857,0,0,NA,2019-20
Andrew Lewis,10,0.067,0.07400000000000001,0.5710000000000001,0.039,0,0,2019-20
Ke'Sean Davis,7,0.111,0.11800000000000001,0.667,0.03,0.091,1,2019-20
Kalil Whitehead,7,0.263,0.188,0.6,0.28600000000000003,0.5,0.5,2019-20
Rajeir Jones,5,0.086,0,0,0.027999999999999997,0.083,1,2019-20
Carlo Marble,3,0.16699999999999998,0.25,1,0.071,0,0,2019-20
Noah Bigirumwami,3,0.214,0.222,0.667,0,0,NA,2019-20
Amir Gholizadeh,2,0.026000000000000002,0.045,1,0,0,NA,2019-20
Xavier Johnson,1,0,0,NA,0,0,NA,2019-20
Total,71,0.106,0.122,0.649,0.027000000000000003,0.031,0.364,2019-20
