name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Kentrall Brooks,14,0.20600000000000002,0.205,0.6920000000000001,0.023,0,0,2016-17
Tobias Sjoberg,8,0.145,0.162,0.75,0,0,NA,2016-17
Brian Parker,6,0.037000000000000005,0.043,0.667,0,0,NA,2016-17
Isaiah Lamb,5,0.081,0.08800000000000001,0.6,0,0,NA,2016-17
Obi Momah,4,0.13,0,0,0.04,0.091,1,2016-17
Ryan Funk,3,0.1,0.091,0.667,0,0,NA,2016-17
Connor McClenaghan,2,0.222,0,0,0,0,NA,2016-17
Khallid Hart,2,0.013999999999999999,0.024,1,0,0,NA,2016-17
David Knudsen,1,0,0,NA,0,0,NA,2016-17
Richie Mitchell,1,0,0,NA,0.038,0,0,2016-17
Total,46,0.068,0.071,0.619,0.008,0.006999999999999999,0.33299999999999996,2016-17
